100
1	tile_3_3	1715	208672	1.3	2.5
2	tile_3_3	8371	15168	2.2	10.782608695652174
3	tile_3_3	189868	214288	2.0	10.428571428571429
4	tile_3_3	281545	302465	2.3	7.583333333333333
5	tile_3_3	148223	190700	2.4	17.28
6	tile_3_3	291938	107011	2.3	44.333333333333336
7	tile_3_3	236970	332976	2.2	13.652173913043478
8	tile_3_3	225274	98317	2.5	57.53846153846154
9	tile_3_3	301768	117720	2.5	31.846153846153847
10	tile_3_3	95289	17304	2.0	21.333333333333332
11	tile_3_3	99729	80793	2.5	51.42307692307692
12	tile_3_3	357903	3321	2.2	6.173913043478261
13	tile_3_3	61387	169056	2.5	41.53846153846154
14	tile_3_3	191824	234991	2.2	26.47826086956522
15	tile_3_3	255825	196267	2.4	20.56
16	tile_3_3	64456	118144	2.1	11.136363636363637
17	tile_3_3	184900	3391	2.1	22.954545454545453
18	tile_3_3	144622	104194	2.3	24.291666666666668
19	tile_3_3	0	21633	2.0	6.095238095238095
20	tile_3_3	219909	18200	2.0	18.095238095238095
21	tile_3_3	276855	104256	1.7	2.1666666666666665
22	tile_3_3	1683	190536	2.5	16.46153846153846
23	tile_3_3	196410	90816	2.4	29.48
24	tile_3_3	331224	109843	1.9	4.6
25	tile_3_3	266028	64656	2.3	31.0
26	tile_3_3	239211	63645	2.3	21.916666666666668
27	tile_3_3	276070	7232	2.1	14.772727272727273
28	tile_3_3	116040	207782	1.9	11.35
29	tile_3_3	294064	225222	2.5	61.11538461538461
30	tile_3_3	188653	5622	2.5	12.807692307692308
31	tile_3_3	353146	761	2.6	63.111111111111114
32	tile_3_3	38064	5907	2.2	28.08695652173913
33	tile_3_3	339520	29088	2.7	50.214285714285715
34	tile_3_3	188539	33127	2.2	8.304347826086957
35	tile_3_3	185944	46386	2.1	8.818181818181818
36	tile_3_3	170257	143464	2.0	9.714285714285714
37	tile_3_3	122808	290612	2.0	8.714285714285714
38	tile_3_3	66450	23100	2.0	10.142857142857142
39	tile_3_3	277897	57185	2.8	125.37931034482759
40	tile_3_3	83970	119827	2.1	42.13636363636363
41	tile_3_3	328447	311046	2.7	52.964285714285715
42	tile_3_3	117162	91875	1.9	21.3
43	tile_3_3	215176	115210	2.3	9.5
44	tile_3_3	214290	273336	2.7	77.78571428571429
45	tile_3_3	48424	231004	2.3	25.5
46	tile_3_3	112630	276508	2.2	20.956521739130434
47	tile_3_3	87930	313090	2.5	24.692307692307693
48	tile_3_3	40660	75966	2.1	19.818181818181817
49	tile_3_3	328650	358203	2.0	33.23809523809524
50	tile_3_3	236773	93344	2.5	36.07692307692308
51	tile_3_3	232761	92494	2.5	52.96153846153846
52	tile_3_3	333240	143720	2.9	71.8
53	tile_3_3	4	277808	2.2	6.608695652173913
54	tile_3_3	231240	95193	2.4	66.36
55	tile_3_3	323439	257089	2.5	44.30769230769231
56	tile_3_3	102990	51494	2.3	20.875
57	tile_3_3	325464	233929	1.8	8.578947368421053
58	tile_3_3	873	117621	2.4	21.68
59	tile_3_3	94888	7568	2.1	9.318181818181818
60	tile_3_3	180804	236258	2.4	17.6
61	tile_3_3	315525	47247	2.2	42.130434782608695
62	tile_3_3	236685	53049	2.6	23.59259259259259
63	tile_3_3	215899	46632	2.1	13.409090909090908
64	tile_3_3	52094	140296	2.0	14.666666666666666
65	tile_3_3	247736	11522	1.9	9.95
66	tile_3_3	182593	203894	2.2	48.73913043478261
67	tile_3_3	23955	120969	2.3	13.208333333333334
68	tile_3_3	54769	285121	1.8	10.526315789473685
69	tile_3_3	317526	244107	2.3	44.5
70	tile_3_3	327062	74771	2.3	13.291666666666666
71	tile_3_3	214566	79209	1.8	5.368421052631579
72	tile_3_3	11649	324819	2.1	12.909090909090908
73	tile_3_3	318840	231075	2.3	26.166666666666668
74	tile_3_3	338544	52905	2.5	53.88461538461539
75	tile_3_3	284691	57049	2.2	6.304347826086956
76	tile_3_3	98292	81066	2.1	17.545454545454547
77	tile_3_3	236213	288172	2.2	14.608695652173912
78	tile_3_3	46112	324892	2.2	10.434782608695652
79	tile_3_3	92608	51674	2.6	45.925925925925924
80	tile_3_3	113790	7201	1.3	4.0
81	tile_3_3	84384	32890	2.3	31.0
82	tile_3_3	289890	323479	2.3	4.083333333333333
83	tile_3_3	210840	209848	1.7	13.277777777777779
84	tile_3_3	110800	53602	2.4	13.96
85	tile_3_3	263672	344418	2.1	11.363636363636363
86	tile_3_3	46233	231016	2.6	30.14814814814815
87	tile_3_3	51152	63801	1.9	14.3
88	tile_3_3	291216	15313	1.9	9.4
89	tile_3_3	239490	104139	2.3	19.291666666666668
90	tile_3_3	5766	224418	2.0	18.857142857142858
91	tile_3_3	102664	188321	2.1	19.318181818181817
92	tile_3_3	173971	232502	2.6	44.18518518518518
93	tile_3_3	112662	20184	2.2	19.434782608695652
94	tile_3_3	53110	353539	2.6	25.444444444444443
95	tile_3_3	339906	317593	2.3	27.083333333333332
96	tile_3_3	161288	92461	1.7	3.2222222222222223
97	tile_3_3	311642	104484	2.5	55.65384615384615
98	tile_3_3	123180	284107	2.0	6.0476190476190474
99	tile_3_3	173957	182684	1.6	5.294117647058823
100	tile_3_3	76224	144400	2.5	26.73076923076923
